sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,name,description,short_description,price,weight,status,visibility,tax_class_id,qty,is_in_stock,image,small_image,thumbnail
WB04-XS-Yellow,,Default,simple,,Default Category,base,Prima Compete Bra Top-XS-Yellow,"<p>Pull on the Prima Compete Bra Top and you'll love the fabric: soft, stretchy, and ultra lightweight. But you'll also love the racerback cut, for freer movement through all your athletic feats. <br />`<br />&bull; Colorblocked details.<br />&bull; Machine wash/line dry.</p>",Prima Compete Bra Top-XS-Yellow,24.0,1.0,1,4,2,100.0,1.0,,,
WB04-S-Blue,,Default,simple,,Default Category,base,Prima Compete Bra Top-S-Blue,"<p>Pull on the Prima Compete Bra Top and you'll love the fabric: soft, stretchy, and ultra lightweight. But you'll also love the racerback cut, for freer movement through all your athletic feats. <br />`<br />&bull; Colorblocked details.<br />&bull; Machine wash/line dry.</p>",Prima Compete Bra Top-S-Blue,24.0,1.0,1,4,2,100.0,1.0,,,
WB04-S-Purple,,Default,simple,,Default Category,base,Prima Compete Bra Top-S-Purple,"<p>Pull on the Prima Compete Bra Top and you'll love the fabric: soft, stretchy, and ultra lightweight. But you'll also love the racerback cut, for freer movement through all your athletic feats. <br />`<br />&bull; Colorblocked details.<br />&bull; Machine wash/line dry.</p>",Prima Compete Bra Top-S-Purple,24.0,1.0,1,4,2,100.0,1.0,,,
WB04-S-Yellow,,Default,simple,,Default Category,base,Prima Compete Bra Top-S-Yellow,"<p>Pull on the Prima Compete Bra Top and you'll love the fabric: soft, stretchy, and ultra lightweight. But you'll also love the racerback cut, for freer movement through all your athletic feats. <br />`<br />&bull; Colorblocked details.<br />&bull; Machine wash/line dry.</p>",Prima Compete Bra Top-S-Yellow,24.0,1.0,1,4,2,100.0,1.0,,,
WB04-M-Blue,,Default,simple,,Default Category,base,Prima Compete Bra Top-M-Blue,"<p>Pull on the Prima Compete Bra Top and you'll love the fabric: soft, stretchy, and ultra lightweight. But you'll also love the racerback cut, for freer movement through all your athletic feats. <br />`<br />&bull; Colorblocked details.<br />&bull; Machine wash/line dry.</p>",Prima Compete Bra Top-M-Blue,24.0,1.0,1,4,2,100.0,1.0,,,
WB04-M-Purple,,Default,simple,,Default Category,base,Prima Compete Bra Top-M-Purple,"<p>Pull on the Prima Compete Bra Top and you'll love the fabric: soft, stretchy, and ultra lightweight. But you'll also love the racerback cut, for freer movement through all your athletic feats. <br />`<br />&bull; Colorblocked details.<br />&bull; Machine wash/line dry.</p>",Prima Compete Bra Top-M-Purple,24.0,1.0,1,4,2,100.0,1.0,,,
WB04-M-Yellow,,Default,simple,,Default Category,base,Prima Compete Bra Top-M-Yellow,"<p>Pull on the Prima Compete Bra Top and you'll love the fabric: soft, stretchy, and ultra lightweight. But you'll also love the racerback cut, for freer movement through all your athletic feats. <br />`<br />&bull; Colorblocked details.<br />&bull; Machine wash/line dry.</p>",Prima Compete Bra Top-M-Yellow,24.0,1.0,1,4,2,100.0,1.0,,,
WB04-L-Blue,,Default,simple,,Default Category,base,Prima Compete Bra Top-L-Blue,"<p>Pull on the Prima Compete Bra Top and you'll love the fabric: soft, stretchy, and ultra lightweight. But you'll also love the racerback cut, for freer movement through all your athletic feats. <br />`<br />&bull; Colorblocked details.<br />&bull; Machine wash/line dry.</p>",Prima Compete Bra Top-L-Blue,24.0,1.0,1,4,2,100.0,1.0,,,
WB04-L-Purple,,Default,simple,,Default Category,base,Prima Compete Bra Top-L-Purple,"<p>Pull on the Prima Compete Bra Top and you'll love the fabric: soft, stretchy, and ultra lightweight. But you'll also love the racerback cut, for freer movement through all your athletic feats. <br />`<br />&bull; Colorblocked details.<br />&bull; Machine wash/line dry.</p>",Prima Compete Bra Top-L-Purple,24.0,1.0,1,4,2,100.0,1.0,,,
WB04-L-Yellow,,Default,simple,,Default Category,base,Prima Compete Bra Top-L-Yellow,"<p>Pull on the Prima Compete Bra Top and you'll love the fabric: soft, stretchy, and ultra lightweight. But you'll also love the racerback cut, for freer movement through all your athletic feats. <br />`<br />&bull; Colorblocked details.<br />&bull; Machine wash/line dry.</p>",Prima Compete Bra Top-L-Yellow,24.0,1.0,1,4,2,100.0,1.0,,,
WB04-XL-Blue,,Default,simple,,Default Category,base,Prima Compete Bra Top-XL-Blue,"<p>Pull on the Prima Compete Bra Top and you'll love the fabric: soft, stretchy, and ultra lightweight. But you'll also love the racerback cut, for freer movement through all your athletic feats. <br />`<br />&bull; Colorblocked details.<br />&bull; Machine wash/line dry.</p>",Prima Compete Bra Top-XL-Blue,24.0,1.0,1,4,2,100.0,1.0,,,
WB04-XL-Purple,,Default,simple,,Default Category,base,Prima Compete Bra Top-XL-Purple,"<p>Pull on the Prima Compete Bra Top and you'll love the fabric: soft, stretchy, and ultra lightweight. But you'll also love the racerback cut, for freer movement through all your athletic feats. <br />`<br />&bull; Colorblocked details.<br />&bull; Machine wash/line dry.</p>",Prima Compete Bra Top-XL-Purple,24.0,1.0,1,4,2,100.0,1.0,,,
WB04-XL-Yellow,,Default,simple,,Default Category,base,Prima Compete Bra Top-XL-Yellow,"<p>Pull on the Prima Compete Bra Top and you'll love the fabric: soft, stretchy, and ultra lightweight. But you'll also love the racerback cut, for freer movement through all your athletic feats. <br />`<br />&bull; Colorblocked details.<br />&bull; Machine wash/line dry.</p>",Prima Compete Bra Top-XL-Yellow,24.0,1.0,1,4,2,100.0,1.0,,,
WB05-XS-Black,,Default,simple,,Default Category,base,Lucia Cross-Fit Bra -XS-Black,"<p>Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.</p>
<p>&bull; Black/white bra top. <br />&bull; Criss-cross back design. <br />&bull; Machine wash/dry.</p>",Lucia Cross-Fit Bra -XS-Black,39.0,1.0,1,4,2,100.0,1.0,,,
WB05-XS-Orange,,Default,simple,,Default Category,base,Lucia Cross-Fit Bra -XS-Orange,"<p>Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.</p>
<p>&bull; Black/white bra top. <br />&bull; Criss-cross back design. <br />&bull; Machine wash/dry.</p>",Lucia Cross-Fit Bra -XS-Orange,39.0,1.0,1,4,2,100.0,1.0,,,
WB05-XS-Purple,,Default,simple,,Default Category,base,Lucia Cross-Fit Bra -XS-Purple,"<p>Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.</p>
<p>&bull; Black/white bra top. <br />&bull; Criss-cross back design. <br />&bull; Machine wash/dry.</p>",Lucia Cross-Fit Bra -XS-Purple,39.0,1.0,1,4,2,100.0,1.0,,,
WB05-S-Black,,Default,simple,,Default Category,base,Lucia Cross-Fit Bra -S-Black,"<p>Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.</p>
<p>&bull; Black/white bra top. <br />&bull; Criss-cross back design. <br />&bull; Machine wash/dry.</p>",Lucia Cross-Fit Bra -S-Black,39.0,1.0,1,4,2,100.0,1.0,,,
WB05-S-Orange,,Default,simple,,Default Category,base,Lucia Cross-Fit Bra -S-Orange,"<p>Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.</p>
<p>&bull; Black/white bra top. <br />&bull; Criss-cross back design. <br />&bull; Machine wash/dry.</p>",Lucia Cross-Fit Bra -S-Orange,39.0,1.0,1,4,2,100.0,1.0,,,
WB05-S-Purple,,Default,simple,,Default Category,base,Lucia Cross-Fit Bra -S-Purple,"<p>Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.</p>
<p>&bull; Black/white bra top. <br />&bull; Criss-cross back design. <br />&bull; Machine wash/dry.</p>",Lucia Cross-Fit Bra -S-Purple,39.0,1.0,1,4,2,100.0,1.0,,,
WB05-M-Black,,Default,simple,,Default Category,base,Lucia Cross-Fit Bra -M-Black,"<p>Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.</p>
<p>&bull; Black/white bra top. <br />&bull; Criss-cross back design. <br />&bull; Machine wash/dry.</p>",Lucia Cross-Fit Bra -M-Black,39.0,1.0,1,4,2,100.0,1.0,,,
WB05-M-Orange,,Default,simple,,Default Category,base,Lucia Cross-Fit Bra -M-Orange,"<p>Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.</p>
<p>&bull; Black/white bra top. <br />&bull; Criss-cross back design. <br />&bull; Machine wash/dry.</p>",Lucia Cross-Fit Bra -M-Orange,39.0,1.0,1,4,2,100.0,1.0,,,
WB05-M-Purple,,Default,simple,,Default Category,base,Lucia Cross-Fit Bra -M-Purple,"<p>Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.</p>
<p>&bull; Black/white bra top. <br />&bull; Criss-cross back design. <br />&bull; Machine wash/dry.</p>",Lucia Cross-Fit Bra -M-Purple,39.0,1.0,1,4,2,100.0,1.0,,,
WB05-L-Black,,Default,simple,,Default Category,base,Lucia Cross-Fit Bra -L-Black,"<p>Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.</p>
<p>&bull; Black/white bra top. <br />&bull; Criss-cross back design. <br />&bull; Machine wash/dry.</p>",Lucia Cross-Fit Bra -L-Black,39.0,1.0,1,4,2,100.0,1.0,,,
WB05-L-Orange,,Default,simple,,Default Category,base,Lucia Cross-Fit Bra -L-Orange,"<p>Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.</p>
<p>&bull; Black/white bra top. <br />&bull; Criss-cross back design. <br />&bull; Machine wash/dry.</p>",Lucia Cross-Fit Bra -L-Orange,39.0,1.0,1,4,2,100.0,1.0,,,
WB05-L-Purple,,Default,simple,,Default Category,base,Lucia Cross-Fit Bra -L-Purple,"<p>Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.</p>
<p>&bull; Black/white bra top. <br />&bull; Criss-cross back design. <br />&bull; Machine wash/dry.</p>",Lucia Cross-Fit Bra -L-Purple,39.0,1.0,1,4,2,100.0,1.0,,,
WB05-XL-Black,,Default,simple,,Default Category,base,Lucia Cross-Fit Bra -XL-Black,"<p>Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.</p>
<p>&bull; Black/white bra top. <br />&bull; Criss-cross back design. <br />&bull; Machine wash/dry.</p>",Lucia Cross-Fit Bra -XL-Black,39.0,1.0,1,4,2,100.0,1.0,,,
WB05-XL-Orange,,Default,simple,,Default Category,base,Lucia Cross-Fit Bra -XL-Orange,"<p>Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.</p>
<p>&bull; Black/white bra top. <br />&bull; Criss-cross back design. <br />&bull; Machine wash/dry.</p>",Lucia Cross-Fit Bra -XL-Orange,39.0,1.0,1,4,2,100.0,1.0,,,
WB05-XL-Purple,,Default,simple,,Default Category,base,Lucia Cross-Fit Bra -XL-Purple,"<p>Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.</p>
<p>&bull; Black/white bra top. <br />&bull; Criss-cross back design. <br />&bull; Machine wash/dry.</p>",Lucia Cross-Fit Bra -XL-Purple,39.0,1.0,1,4,2,100.0,1.0,,,
WT01-XS-Black,,Default,simple,,Default Category,base,Bella Tank-XS-Black,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p>
<p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Bella Tank-XS-Black,29.0,1.0,1,4,2,100.0,1.0,,,
WT01-XS-Blue,,Default,simple,,Default Category,base,Bella Tank-XS-Blue,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p>
<p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Bella Tank-XS-Blue,29.0,1.0,1,4,2,100.0,1.0,,,
WT01-XS-Orange,,Default,simple,,Default Category,base,Bella Tank-XS-Orange,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p>
<p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Bella Tank-XS-Orange,29.0,1.0,1,4,2,100.0,1.0,,,
WT01-S-Black,,Default,simple,,Default Category,base,Bella Tank-S-Black,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p>
<p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Bella Tank-S-Black,29.0,1.0,1,4,2,100.0,1.0,,,
WT01-S-Blue,,Default,simple,,Default Category,base,Bella Tank-S-Blue,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p>
<p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Bella Tank-S-Blue,29.0,1.0,1,4,2,100.0,1.0,,,
WT01-S-Orange,,Default,simple,,Default Category,base,Bella Tank-S-Orange,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p>
<p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Bella Tank-S-Orange,29.0,1.0,1,4,2,100.0,1.0,,,
WT01-M-Black,,Default,simple,,Default Category,base,Bella Tank-M-Black,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p>
<p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Bella Tank-M-Black,29.0,1.0,1,4,2,100.0,1.0,,,
WT01-M-Blue,,Default,simple,,Default Category,base,Bella Tank-M-Blue,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p>
<p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Bella Tank-M-Blue,29.0,1.0,1,4,2,100.0,1.0,,,
WT01-M-Orange,,Default,simple,,Default Category,base,Bella Tank-M-Orange,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p>
<p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Bella Tank-M-Orange,29.0,1.0,1,4,2,100.0,1.0,,,
WT01-L-Black,,Default,simple,,Default Category,base,Bella Tank-L-Black,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p>
<p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Bella Tank-L-Black,29.0,1.0,1,4,2,100.0,1.0,,,
WT01-L-Blue,,Default,simple,,Default Category,base,Bella Tank-L-Blue,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p>
<p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Bella Tank-L-Blue,29.0,1.0,1,4,2,100.0,1.0,,,
WT01-L-Orange,,Default,simple,,Default Category,base,Bella Tank-L-Orange,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p>
<p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Bella Tank-L-Orange,29.0,1.0,1,4,2,100.0,1.0,,,
WT01-XL-Black,,Default,simple,,Default Category,base,Bella Tank-XL-Black,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p>
<p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Bella Tank-XL-Black,29.0,1.0,1,4,2,100.0,1.0,,,
WT01-XL-Blue,,Default,simple,,Default Category,base,Bella Tank-XL-Blue,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p>
<p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Bella Tank-XL-Blue,29.0,1.0,1,4,2,100.0,1.0,,,
WT01-XL-Orange,,Default,simple,,Default Category,base,Bella Tank-XL-Orange,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p>
<p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Bella Tank-XL-Orange,29.0,1.0,1,4,2,100.0,1.0,,,
WT02-XS-Green,,Default,simple,,Default Category,base,Zoe Tank-XS-Green,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p>
<p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Zoe Tank-XS-Green,29.0,1.0,1,4,2,100.0,1.0,,,
WT02-XS-Orange,,Default,simple,,Default Category,base,Zoe Tank-XS-Orange,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p>
<p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Zoe Tank-XS-Orange,29.0,1.0,1,4,2,100.0,1.0,,,
WT02-XS-Yellow,,Default,simple,,Default Category,base,Zoe Tank-XS-Yellow,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p>
<p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Zoe Tank-XS-Yellow,29.0,1.0,1,4,2,100.0,1.0,,,
WT02-S-Green,,Default,simple,,Default Category,base,Zoe Tank-S-Green,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p>
<p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Zoe Tank-S-Green,29.0,1.0,1,4,2,100.0,1.0,,,
WT02-S-Orange,,Default,simple,,Default Category,base,Zoe Tank-S-Orange,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p>
<p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Zoe Tank-S-Orange,29.0,1.0,1,4,2,100.0,1.0,,,
WT02-S-Yellow,,Default,simple,,Default Category,base,Zoe Tank-S-Yellow,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p>
<p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Zoe Tank-S-Yellow,29.0,1.0,1,4,2,100.0,1.0,,,
WT02-M-Green,,Default,simple,,Default Category,base,Zoe Tank-M-Green,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p>
<p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Zoe Tank-M-Green,29.0,1.0,1,4,2,100.0,1.0,,,
WT02-M-Orange,,Default,simple,,Default Category,base,Zoe Tank-M-Orange,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p>
<p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Zoe Tank-M-Orange,29.0,1.0,1,4,2,100.0,1.0,,,
WT02-M-Yellow,,Default,simple,,Default Category,base,Zoe Tank-M-Yellow,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p>
<p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Zoe Tank-M-Yellow,29.0,1.0,1,4,2,100.0,1.0,,,
WT02-L-Green,,Default,simple,,Default Category,base,Zoe Tank-L-Green,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p>
<p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Zoe Tank-L-Green,29.0,1.0,1,4,2,100.0,1.0,,,
WT02-L-Orange,,Default,simple,,Default Category,base,Zoe Tank-L-Orange,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p>
<p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Zoe Tank-L-Orange,29.0,1.0,1,4,2,100.0,1.0,,,
WT02-L-Yellow,,Default,simple,,Default Category,base,Zoe Tank-L-Yellow,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p>
<p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Zoe Tank-L-Yellow,29.0,1.0,1,4,2,100.0,1.0,,,
WT02-XL-Green,,Default,simple,,Default Category,base,Zoe Tank-XL-Green,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p>
<p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Zoe Tank-XL-Green,29.0,1.0,1,4,2,100.0,1.0,,,
WT02-XL-Orange,,Default,simple,,Default Category,base,Zoe Tank-XL-Orange,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p>
<p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Zoe Tank-XL-Orange,29.0,1.0,1,4,2,100.0,1.0,,,
WT02-XL-Yellow,,Default,simple,,Default Category,base,Zoe Tank-XL-Yellow,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p>
<p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Zoe Tank-XL-Yellow,29.0,1.0,1,4,2,100.0,1.0,,,
WT03-XS-Orange,,Default,simple,,Default Category,base,Nora Practice Tank-XS-Orange,"<p>A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!</p>
<p>&bull; Pink stripped tank with side rouching.<br />&bull; Pre-shrunk.<br />&bull; Garment dyed.<br />&bull; 92% Organic Cotton/8% Lycra.</p>",Nora Practice Tank-XS-Orange,39.0,1.0,1,4,2,100.0,1.0,,,
